dimension,seed,run_dir,best_epoch,checkpoint_selection,best_val_zeta,best_val_s,best_val_c_plus,best_val_loss,validation_batches,regularization_train_log_equiv,regularization_whole_batch_log_equiv,regularization_total_scaled,regularization_whole_batch_total_scaled,train_log
512,2,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_181104_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,19,best_val_zeta,0.22614115352431932,0.06706144629667203,0.2822452001273632,-0.04363136738538742,12,0.023427,0.022510,0.023427,0.022510,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d512_seed2.log
512,3,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_184610_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,19,best_val_zeta,0.22787782177329063,0.059847989274809756,0.2536773116638263,-0.0381090366281569,12,0.021737,0.021954,0.021737,0.021954,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d512_seed3.log
512,4,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_194540_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,20,best_val_zeta,0.21902134145299593,0.059545839515825115,0.26690443481008214,-0.03837595678245028,12,0.021168,0.020346,0.021168,0.020346,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d512_seed4.log

16,0,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_201946_d16_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,25,best_val_zeta,0.3160267819960912,0.16245901957154274,0.5114271938800812,-0.16142605431377888,12,0.001033,0.000416,0.001033,0.000416,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d16_seed0.log
16,1,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_203326_d16_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,12,best_val_zeta,0.30962921927372616,0.026275200458864372,0.0848178726931413,-0.024771826496968668,12,0.001503,0.001036,0.001503,0.001036,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d16_seed1.log
16,2,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_205815_d16_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,13,best_val_zeta,0.3289044002691905,0.02814451279118657,0.08553428885837396,-0.0265345082928737,12,0.001610,0.001192,0.001610,0.001192,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d16_seed2.log
16,3,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_211212_d16_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,19,best_val_zeta,0.3077145665884018,0.23578786849975586,0.7560748358567556,-0.23007811916371187,12,0.005709,0.002846,0.005709,0.002846,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d16_seed3.log
16,4,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_212752_d16_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,12,best_val_zeta,0.32413043826818466,0.024971704464405775,0.07711567915976048,-0.02300329568485419,12,0.001968,0.001567,0.001968,0.001567,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d16_seed4.log
32,0,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_214233_d32_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,19,best_val_zeta,0.3061518544952075,0.15770742359260717,0.510332815349102,-0.15200111332039037,12,0.005706,0.003981,0.005706,0.003981,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d32_seed0.log
32,1,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_215545_d32_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,25,best_val_zeta,0.30648886660734814,0.45740240812301636,1.4873282214005787,-0.42212819928924245,12,0.035262,0.033754,0.035262,0.033754,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d32_seed1.log
32,2,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_221145_d32_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,29,best_val_zeta,0.2877347419659297,0.12091978980849187,0.41546471044421196,-0.11689245235174894,12,0.004027,0.002819,0.004027,0.002819,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d32_seed2.log
32,3,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_222832_d32_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,32,best_val_zeta,0.2852968176205953,0.39739783853292465,1.3882785240809123,-0.36369513099392253,12,0.033691,0.022203,0.033691,0.022203,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d32_seed3.log
32,4,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_224442_d32_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,24,best_val_zeta,0.30236005534728366,0.36975319186846417,1.221445878346761,-0.3373751665155093,12,0.032365,0.024295,0.032365,0.024295,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d32_seed4.log
64,0,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260722_230108_d64_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,30,best_val_zeta,0.29971584926048916,0.3317253254354,1.0953986644744873,-0.27474279950062436,12,0.056967,0.056120,0.056967,0.056120,/home/omo26/Non-Rev-Owen/physionetmi/embedding_dim_seed_sweep/logs/d64_seed0.log
