source_condition,source_temporal_frontend,source_odd_plane_fraction,source_antisymmetric_planes,source_symmetric_planes,source_first_symmetric_planes,source_second_symmetric_planes,source_n_planes,source_dimension,source_hidden_dim,source_lambda_start_frac,source_lambda_block_cca,seed,source_run_dir,embedder_init,model,feature_layer,feature_dim,flat_feature_dim,decoder_type,metrics_path,log_path,accuracy,balanced_accuracy,macro_f1,best_val_acc,best_val_ce,test_accuracy,test_balanced_accuracy,test_macro_f1
,,,-1,,,,,128,,0.1,10.0,0,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260804_152804_d128_h256_dep2_bs128_ep75_lr3e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0,pretrained,finetuned_temporal_conv,hidden,512,409600,temporal_conv,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260804_152804_d128_h256_dep2_bs128_ep75_lr3e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0/outputs/condition_prediction_finetune_initcmp_c2_s0_pretrained_hidden/metrics.csv,/home/omo26/Non-Rev-Owen/physionetmi/cca_warmup_finetune_sweep_v3/finetune_init_comparison_condition2/logs/20260804_152804_d128_h256_dep2_bs128_ep75_lr3e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0_initcmp_c2_s0_pretrained_pretrained.log,0.567342073897497,0.5675314740740919,0.5691793035259269,0.567342073897497,1.7873346010843914,0.6202380952380953,0.6202380952380953,0.6239200619628328
,,,-1,,,,,128,,0.1,10.0,0,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260804_152804_d128_h256_dep2_bs128_ep75_lr3e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0,random,finetuned_temporal_conv,hidden,512,409600,temporal_conv,/home/omo26/Non-Rev-Owen/physionetmi/synth_runs/20260804_152804_d128_h256_dep2_bs128_ep75_lr3e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0/outputs/condition_prediction_finetune_initcmp_c2_s0_e2e_random_init_hidden/metrics.csv,/home/omo26/Non-Rev-Owen/physionetmi/cca_warmup_finetune_sweep_v3/finetune_init_comparison_condition2/logs/20260804_152804_d128_h256_dep2_bs128_ep75_lr3e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s0_initcmp_c2_s0_e2e_random.log,0.5619785458879618,0.561911904682096,0.5614684557446714,0.5619785458879618,2.906432032585144,0.6154761904761905,0.6154761904761905,0.6102804501567457
