epoch,train_loss,val_loss
1,-0.021548301602403324,0.0027661873027682304
2,-0.1556747000043591,-0.3363121896982193
3,-0.47605035702387494,-0.49464717507362366
4,-0.5438919762770335,-0.5145700375239054
5,-0.5677124659220377,-0.5352157851060232
6,-0.5807052155335745,-0.547148327032725
7,-0.5897879103819529,-0.5553226073582967
8,-0.5951770643393198,-0.559540331363678
9,-0.5959873795509338,-0.5621801018714905
10,-0.6000368297100067,-0.5627770324548086
11,-0.6100563009579977,-0.5879264771938324
12,-0.6301970481872559,-0.6122151811917623
13,-0.6476375361283621,-0.6363663872083029
14,-0.66818967461586,-0.6488736073176066
15,-0.6869415442148844,-0.6738263567288717
16,-0.7051871418952942,-0.6908218463261923
17,-0.7195065518220266,-0.7009276946385702
18,-0.7332092424233755,-0.6970203121503195
19,-0.7404787540435791,-0.712111214796702
20,-0.7543698251247406,-0.7160690029462179
21,-0.7595927019913992,-0.7114657759666443
22,-0.7608982721964518,-0.719126840432485
23,-0.7680951158205668,-0.7203322847684225
24,-0.7745914161205292,-0.7223894794782003
25,-0.7758743564287821,-0.7216408054033915
26,-0.7791260083516439,-0.72386368115743
27,-0.7818638980388641,-0.7232197324434916
28,-0.7835045357545217,-0.7236248850822449
29,-0.7829458912213644,-0.7236324946085612
30,-0.7848831514517466,-0.7235967914263407
31,-0.7192502518494924,-0.6480742494265238
32,-0.7098052302996317,-0.702996015548706
33,-0.7396654983361562,-0.719393769900004
34,-0.7618683576583862,-0.7186904748280843
35,-0.7806136111418406,-0.7277475794156393
36,-0.7926806807518005,-0.7258316278457642
37,-0.7986812194188436,-0.7297768990198771
38,-0.8042743106683096,-0.726983110109965
39,-0.8114638129870096,-0.7276148200035095
40,-0.8165654540061951,-0.7274353305498759
41,-0.8211538890997568,-0.7250563502311707
42,-0.8253161509831747,-0.725999633471171
43,-0.8302248318990072,-0.7231314182281494
44,-0.8340514600276947,-0.7229251662890116
45,-0.8374760448932648,-0.7191063563028971
46,-0.8401637772719065,-0.7151854832967123
47,-0.8429630895455679,-0.7215479214986166
48,-0.847259928782781,-0.7172970771789551
49,-0.847909559806188,-0.715324342250824
50,-0.8512466847896576,-0.7187879880269369
