config_a,config_b,metric,n,mean_a,mean_b,delta_mean,delta_ci95_low,delta_ci95_high,delta_ci95_half_width,paired_t,wins_b,wins_a,ties,paired_keys
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=20",mean_val_zeta,5,0.4947603047,0.07130532712,-0.4234549775,-0.4472653307,-0.3996446244,0.02381035312,-49.37765911,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=20",embedding_val_zeta,5,0.448143665,0.2901620222,-0.1579816427,-0.2325245184,-0.08343876708,0.07454287567,-5.884229107,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=20",embedding_whole_val_regularization_raw,5,0.117497,0.0023664,-0.1151306,-0.122307898,-0.107953302,0.007177297996,-44.53678682,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=20",frozen_decoder_r2_mean,5,0.8950591326,0.8031218171,-0.09193731546,-0.2169124928,0.03303786189,0.1249751774,-2.042476874,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=20",frozen_decoder_rmse_mean,5,77.71165924,104.2295303,26.51787109,-3.359897626,56.39563981,29.87776872,2.464220608,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=20",finetuned_decoder_r2_mean,5,0.9099754214,0.9050797582,-0.004895663261,-0.0114679091,0.001676582581,0.006572245842,-2.068172832,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=20",finetuned_decoder_rmse_mean,5,71.96986237,73.88308563,1.913223267,-0.6137774024,4.440223936,2.527000669,2.102080715,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=40",mean_val_zeta,5,0.4947603047,0.0402286917,-0.454531613,-0.4624384734,-0.4466247526,0.007906860402,-159.6059634,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=40",embedding_val_zeta,5,0.448143665,0.1785277337,-0.2696159313,-0.277414936,-0.2618169266,0.007799004712,-95.98325176,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=40",embedding_whole_val_regularization_raw,5,0.117497,0.002475,-0.115022,-0.1228581324,-0.1071858676,0.007836132393,-40.75381232,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=40",frozen_decoder_r2_mean,5,0.8950591326,0.6069761515,-0.2880829811,-0.3000346863,-0.2761312759,0.01195170517,-66.923219,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=40",frozen_decoder_rmse_mean,5,77.71165924,150.8091675,73.09750824,71.62279199,74.57222449,1.474716245,137.6205216,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=40",finetuned_decoder_r2_mean,5,0.9099754214,0.896357131,-0.01361829042,-0.0160282925,-0.01120828835,0.002410002075,-15.688964,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=40",finetuned_decoder_rmse_mean,5,71.96986237,77.29867706,5.328814697,4.405108562,6.252520832,0.9237061352,16.01717356,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",mean_val_zeta,5,0.4947603047,0.2540967643,-0.2406635403,-0.2723457612,-0.2089813195,0.03168222083,-21.09034944,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",embedding_val_zeta,5,0.448143665,0.4435951299,-0.004548535082,-0.02304606506,0.0139489949,0.01849752998,-0.6827267197,2,3,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",embedding_whole_val_regularization_raw,5,0.117497,0.0067114,-0.1107856,-0.1183203394,-0.1032508606,0.007534739398,-40.82292971,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_r2_mean,5,0.8950591326,0.8851383567,-0.00992077589,-0.01412910547,-0.005712446307,0.004208329584,-6.545231097,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_rmse_mean,5,77.71165924,81.34402008,3.63236084,2.223979224,5.040742456,1.408381616,7.160737089,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_r2_mean,5,0.9099754214,0.9104949474,0.0005195260048,-0.002525780194,0.003564832203,0.003045306198,0.4736585877,2,3,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_rmse_mean,5,71.96986237,71.77194519,-0.1979171753,-1.349653361,0.9538190099,1.151736185,-0.4771111472,3,2,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",mean_val_zeta,5,0.1488914222,0.3377571821,0.18886576,0.1671965297,0.2105349902,0.02166923029,24.19907896,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",embedding_val_zeta,5,0.3847127199,0.4304546462,0.0457419263,-0.0009719003057,0.0924557529,0.0467138266,2.718680027,4,1,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",embedding_whole_val_regularization_raw,5,0.0029276,0.0315262,0.0285986,0.02396451428,0.03323268572,0.004634085719,17.13443553,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",frozen_decoder_r2_mean,5,0.8823479891,0.8910340309,0.008686041832,-0.004096711993,0.02146879566,0.01278275382,1.886629333,3,2,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",frozen_decoder_rmse_mean,5,82.32510376,79.1260025,-3.199101257,-7.828008707,1.429806192,4.628907449,-1.918839191,2,3,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",finetuned_decoder_r2_mean,5,0.9091437578,0.9102337956,0.001090037823,-0.00463359176,0.006813667406,0.005723629583,0.5287606638,3,2,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",finetuned_decoder_rmse_mean,5,72.32418823,71.84064636,-0.4835418701,-2.797962607,1.830878867,2.314420737,-0.5800706141,2,3,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=20",mean_val_zeta,5,0.1488914222,0.07130532712,-0.07758609504,-0.1013828112,-0.0537893789,0.02379671615,-9.052237817,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=20",embedding_val_zeta,5,0.3847127199,0.2901620222,-0.09455069767,-0.1722286031,-0.01687279223,0.07767790544,-3.379530128,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=20",embedding_whole_val_regularization_raw,5,0.0029276,0.0023664,-0.0005612,-0.001495269503,0.0003728695033,0.0009340695033,-1.668121042,1,4,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=20",frozen_decoder_r2_mean,5,0.8823479891,0.8031218171,-0.07922617197,-0.2026331703,0.04418082632,0.1234069983,-1.782452538,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=20",frozen_decoder_rmse_mean,5,82.32510376,104.2295303,21.90442657,-7.529106641,51.33795979,29.43353322,2.066229613,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=20",finetuned_decoder_r2_mean,5,0.9091437578,0.9050797582,-0.004063999653,-0.009546221729,0.001418222423,0.005482222076,-2.058193154,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=20",finetuned_decoder_rmse_mean,5,72.32418823,73.88308563,1.5588974,-0.5198560994,3.637650899,2.078753499,2.082109811,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=40",mean_val_zeta,5,0.1488914222,0.0402286917,-0.1086627305,-0.1255331927,-0.09179226821,0.01687046225,-17.8830966,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=40",embedding_val_zeta,5,0.3847127199,0.1785277337,-0.2061849862,-0.2354424207,-0.1769275518,0.02925743445,-19.56635319,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=40",embedding_whole_val_regularization_raw,5,0.0029276,0.002475,-0.0004526,-0.001546008217,0.000640808217,0.001093408217,-1.149267982,2,3,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=40",frozen_decoder_r2_mean,5,0.8823479891,0.6069761515,-0.2753718376,-0.2892553608,-0.2614883145,0.01388352314,-55.06922004,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=40",frozen_decoder_rmse_mean,5,82.32510376,150.8091675,68.48406372,66.08495869,70.88316875,2.39910503,79.25548949,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=40",finetuned_decoder_r2_mean,5,0.9091437578,0.896357131,-0.01278662682,-0.01467284672,-0.01090040691,0.001886219904,-18.82143612,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=40",finetuned_decoder_rmse_mean,5,72.32418823,77.29867706,4.974488831,4.28951687,5.659460791,0.6849719604,20.16344604,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",mean_val_zeta,5,0.1488914222,0.2540967643,0.1052053422,0.07192983832,0.138480846,0.03327550386,8.778134766,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",embedding_val_zeta,5,0.3847127199,0.4435951299,0.05888241,0.022019975,0.09574484499,0.036862435,4.434969612,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",embedding_whole_val_regularization_raw,5,0.0029276,0.0067114,0.0037838,0.002968462775,0.004599137225,0.000815337225,12.88486858,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_r2_mean,5,0.8823479891,0.8851383567,0.002790367603,-0.001300119972,0.006880855179,0.004090487575,1.893980199,4,1,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_rmse_mean,5,82.32510376,81.34402008,-0.9810836792,-2.409352861,0.4471855029,1.428269182,-1.907150986,1,4,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_r2_mean,5,0.9091437578,0.9104949474,0.001351189613,-0.001554407554,0.004256786781,0.002905597167,1.29113004,3,2,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_rmse_mean,5,72.32418823,71.77194519,-0.552243042,-1.693089823,0.5886037388,1.140846781,-1.343977576,2,3,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=20",mean_val_zeta,5,0.3377571821,0.07130532712,-0.266451855,-0.2894685146,-0.2434351954,0.02301665963,-32.14145582,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=20",embedding_val_zeta,5,0.4304546462,0.2901620222,-0.140292624,-0.1993133129,-0.08127193508,0.05902068889,-6.599631018,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=20",embedding_whole_val_regularization_raw,5,0.0315262,0.0023664,-0.0291598,-0.03340233953,-0.02491726047,0.004242539527,-19.08304765,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=20",frozen_decoder_r2_mean,5,0.8910340309,0.8031218171,-0.0879122138,-0.2047759168,0.02895148916,0.116863703,-2.088616307,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=20",frozen_decoder_rmse_mean,5,79.1260025,104.2295303,25.10352783,-2.023642918,52.23069858,27.12717075,2.569326806,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=20",finetuned_decoder_r2_mean,5,0.9102337956,0.9050797582,-0.005154037476,-0.0107858303,0.0004777553491,0.005631792825,-2.540914158,1,4,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=20",finetuned_decoder_rmse_mean,5,71.84064636,73.88308563,2.04243927,-0.2124795274,4.297358067,2.254918797,2.514822494,4,1,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=40",mean_val_zeta,5,0.3377571821,0.0402286917,-0.2975284904,-0.3134702827,-0.2815866982,0.01594179224,-51.8179831,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=40",embedding_val_zeta,5,0.4304546462,0.1785277337,-0.2519269125,-0.2848132617,-0.2190405634,0.03288634916,-21.26904509,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=40",embedding_whole_val_regularization_raw,5,0.0315262,0.002475,-0.0290512,-0.03327153076,-0.02483086924,0.004220330759,-19.11202383,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=40",frozen_decoder_r2_mean,5,0.8910340309,0.6069761515,-0.2840578794,-0.3103875026,-0.2577282563,0.02632962314,-29.95375607,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=40",frozen_decoder_rmse_mean,5,79.1260025,150.8091675,71.68316498,64.69091613,78.67541382,6.992248843,28.46357116,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=40",finetuned_decoder_r2_mean,5,0.9102337956,0.896357131,-0.01387666464,-0.02071778099,-0.007035548289,0.006841116349,-5.631799789,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=40",finetuned_decoder_rmse_mean,5,71.84064636,77.29867706,5.458030701,2.712319343,8.203742058,2.745711357,5.519124427,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",mean_val_zeta,5,0.3377571821,0.2540967643,-0.08366041778,-0.1150291486,-0.052291687,0.03136873078,-7.404780228,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",embedding_val_zeta,5,0.4304546462,0.4435951299,0.0131404837,-0.03116497792,0.05744594531,0.04430546162,0.8234612689,4,1,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",embedding_whole_val_regularization_raw,5,0.0315262,0.0067114,-0.0248148,-0.02973264107,-0.01989695893,0.004917841075,-14.00958855,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_r2_mean,5,0.8910340309,0.8851383567,-0.005895674229,-0.02030274433,0.00851139587,0.0144070701,-1.136179372,2,3,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_rmse_mean,5,79.1260025,81.34402008,2.218017578,-2.978629082,7.414664238,5.19664666,1.185034206,3,2,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_r2_mean,5,0.9102337956,0.9104949474,0.0002611517906,-0.007106553892,0.007628857473,0.007367705682,0.09841240164,2,3,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_rmse_mean,5,71.84064636,71.77194519,-0.06870117187,-3.028395371,2.890993027,2.959694199,-0.06444754747,3,2,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=40",mean_val_zeta,5,0.07130532712,0.0402286917,-0.03107663542,-0.05049545133,-0.0116578195,0.01941881591,-4.443245802,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=40",embedding_val_zeta,5,0.2901620222,0.1785277337,-0.1116342886,-0.1828593344,-0.04040924277,0.07122504579,-4.351650049,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=40",embedding_whole_val_regularization_raw,5,0.0023664,0.002475,0.0001086,-0.0005840708056,0.0008012708056,0.0006926708056,0.4353033735,3,2,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=40",frozen_decoder_r2_mean,5,0.8031218171,0.6069761515,-0.1961456656,-0.3244202651,-0.0678710662,0.1282745994,-4.245483327,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=40",frozen_decoder_rmse_mean,5,104.2295303,150.8091675,46.57963715,15.85956686,77.29970743,30.72007029,4.209814768,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=40",finetuned_decoder_r2_mean,5,0.9050797582,0.896357131,-0.008722627163,-0.01450889559,-0.002936358738,0.005786268425,-4.185408231,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=40",finetuned_decoder_rmse_mean,5,73.88308563,77.29867706,3.415591431,1.153083024,5.678099838,2.262508407,4.191454971,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=5",mean_val_zeta,5,0.07130532712,0.2540967643,0.1827914372,0.1683169243,0.1972659502,0.01447451296,35.06234665,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=5",embedding_val_zeta,5,0.2901620222,0.4435951299,0.1534331077,0.0787420319,0.2281241834,0.07469107576,5.703473894,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=5",embedding_whole_val_regularization_raw,5,0.0023664,0.0067114,0.004345,0.003233609798,0.005456390202,0.001111390202,10.85456211,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_r2_mean,5,0.8031218171,0.8851383567,0.08201653957,-0.04191838486,0.205951464,0.1239349244,1.837370869,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_rmse_mean,5,104.2295303,81.34402008,-22.88551025,-52.43701257,6.665992064,29.55150232,-2.150156775,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_r2_mean,5,0.9050797582,0.9104949474,0.005415189266,-0.001155787816,0.01198616635,0.006570977083,2.288088292,4,1,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=20","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_rmse_mean,5,73.88308563,71.77194519,-2.111140442,-4.62098202,0.3987011363,2.509841578,-2.335392639,1,4,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=40","lambda_start_frac=1,lambda_block_cca=5",mean_val_zeta,5,0.0402286917,0.2540967643,0.2138680726,0.1855271531,0.2422089922,0.02834091958,20.95178887,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=40","lambda_start_frac=1,lambda_block_cca=5",embedding_val_zeta,5,0.1785277337,0.4435951299,0.2650673962,0.250739895,0.2793948975,0.01432750125,51.36590548,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=40","lambda_start_frac=1,lambda_block_cca=5",embedding_whole_val_regularization_raw,5,0.002475,0.0067114,0.0042364,0.003206992174,0.005265807826,0.001029407826,11.42611484,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=40","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_r2_mean,5,0.6069761515,0.8851383567,0.2781622052,0.2641531674,0.2921712431,0.01400903784,55.12884626,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=40","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_rmse_mean,5,150.8091675,81.34402008,-69.4651474,-71.81647255,-67.11382225,2.351325151,-82.0244569,0,5,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=40","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_r2_mean,5,0.896357131,0.9104949474,0.01413781643,0.0111743779,0.01710125496,0.002963438534,13.24571803,5,0,0,0;1;2;3;4
"lambda_start_frac=1,lambda_block_cca=40","lambda_start_frac=1,lambda_block_cca=5",finetuned_decoder_rmse_mean,5,77.29867706,71.77194519,-5.526731873,-6.555943307,-4.497520438,1.029211435,-14.90914999,0,5,0,0;1;2;3;4
