epoch,train_loss,val_loss
1,9.56725524022029,9.375146102905273
2,9.34549038226788,9.317519378662109
3,9.298347693223219,9.289399719238281
4,9.272561440101036,9.27069149017334
5,9.25259832235483,9.258315658569336
6,9.240218602693998,9.247822761535645
7,9.22964389507587,9.24217643737793
8,9.223186126122108,9.238725280761718
9,9.220893126267653,9.23731288909912
10,9.21830646808331,9.23686237335205
11,9.211795293367826,9.229264831542968
12,9.197816408597506,9.215166091918945
13,9.183863933269794,9.213237380981445
14,9.17454117995042,9.206057929992676
15,9.164496055016151,9.203706359863281
16,9.155145718501164,9.197973823547363
17,9.146692569439228,9.194073295593261
18,9.14062551351694,9.195364379882813
19,9.134567260742188,9.19186897277832
20,9.128454941969652,9.190641021728515
21,9.124991930448092,9.191120910644532
22,9.1215700002817,9.190838813781738
23,9.118083073542667,9.188920974731445
24,9.114879608154297,9.190366172790528
25,9.113321671119103,9.188913154602051
26,9.111572925861065,9.189118576049804
27,9.110145642207218,9.189311981201172
28,9.109239724966196,9.189547348022462
29,9.10818048623892,9.189697074890137
30,9.108288764953613,9.18948802947998
31,9.111595593965971,9.191268730163575
32,9.106514417208158,9.189915657043457
33,9.100218552809496,9.188578033447266
34,9.096559524536133,9.192305564880371
35,9.092033532949594,9.199916648864747
36,9.086908633892353,9.187814521789551
37,9.08151545891395,9.192193412780762
38,9.077808967003456,9.189431953430176
39,9.073554112361027,9.19405689239502
40,9.069735527038574,9.188352966308594
41,9.065178064199594,9.19000701904297
42,9.060958642226,9.191591262817383
43,9.060640261723446,9.200586891174316
44,9.063153633704552,9.196791076660157
45,9.053287652822641,9.190937614440918
46,9.04831812931941,9.19592742919922
47,9.046208161574144,9.198422622680663
48,9.043390860924355,9.19621238708496
49,9.040864651019756,9.20315990447998
50,9.039650476895845,9.196205329895019
