embedding_dim,decoder_seed,run_name,output_dir,model,embedder_init,feature_layer,feature_dim,flat_feature_dim,decoder_type,accuracy,balanced_accuracy,macro_f1,best_val_acc,best_val_ce,test_accuracy,test_balanced_accuracy,test_macro_f1
256,4,20260720_151704_d256_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_151704_d256_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim256_seed4_hidden,frozen_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.2605540897097625,0.25225667189952905,0.11196169953186794,0.26055410504341125,1.386472463607788,0.2577777777777778,0.25237154150197627,0.11037620789942772
512,0,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed0_hidden,finetuned_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.25857519788918204,1.3857447604338329,0.24888888888888888,0.25,0.099644128113879
512,0,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed0_hidden,frozen_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.2585752010345459,1.3860459327697754,0.25555555555555554,0.25,0.10176991150442478
512,1,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed1_hidden,finetuned_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.25857519788918204,1.3856870780388515,0.24888888888888888,0.25,0.099644128113879
512,1,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed1_hidden,frozen_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.2585752010345459,1.3859901428222656,0.24888888888888888,0.25,0.099644128113879
512,2,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed2_hidden,finetuned_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.25857519788918204,1.3857709964116414,0.24888888888888888,0.25,0.099644128113879
512,2,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed2_hidden,frozen_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.2585752010345459,1.3859083652496338,0.25555555555555554,0.25,0.10176991150442478
512,3,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed3_hidden,finetuned_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.25857519788918204,1.385791763663292,0.24888888888888888,0.25,0.099644128113879
512,3,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed3_hidden,frozen_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.2585752010345459,1.386213779449463,0.25555555555555554,0.25,0.10176991150442478
512,4,20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,physionetmi/synth_runs/20260720_152513_d512_h256_dep2_bs128_ep50_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4/outputs/condition_prediction_finetune_dim512_seed4_hidden,finetuned_temporal_conv,pretrained,hidden,256,204800,temporal_conv,0.25857519788918204,0.25,0.10272536687631027,0.25857519788918204,1.3857886393864949,0.24888888888888888,0.25,0.099644128113879
