epoch,train_loss,val_loss
1,49.63309772198017,49.39183807373047
2,49.3455810546875,49.3082633972168
3,49.28922858605018,49.27661819458008
4,49.26316628089318,49.25918350219727
5,49.24638894888071,49.24940643310547
6,49.23477818415715,49.24014739990234
7,49.225960364708534,49.23554916381836
8,49.220667325533356,49.23270721435547
9,49.216598804180435,49.23130569458008
10,49.21544001652644,49.230978393554686
11,49.21165172870342,49.21959762573242
12,49.19649534959059,49.211387634277344
13,49.18250362689678,49.204672241210936
14,49.17181337796725,49.20238571166992
15,49.16304632333609,49.19689254760742
16,49.153609642615685,49.19095458984375
17,49.147862947904144,49.19599533081055
18,49.14028695913461,49.185540771484376
19,49.13426854060246,49.18455123901367
20,49.12828973623422,49.18549118041992
21,49.12470245361328,49.183736419677736
22,49.120350764347954,49.18047561645508
23,49.116533719576324,49.18083114624024
24,49.11396642831656,49.180127716064455
25,49.11156991811899,49.17949752807617
26,49.10940610445463,49.179335021972655
27,49.10881541325496,49.17937393188477
28,49.10780363816481,49.178463745117185
29,49.10730860783504,49.17861480712891
30,49.1074453500601,49.17855682373047
31,49.10869598388672,49.18560943603516
32,49.103404411902794,49.173892211914065
33,49.089803842397835,49.17066650390625
34,49.07693099975586,49.16569519042969
35,49.064168196458084,49.160325622558595
36,49.053408696101265,49.16200332641601
37,49.042257455679085,49.155976104736325
38,49.02866422213041,49.15679168701172
39,49.01960372924805,49.156488037109376
40,49.01134989811824,49.156175994873045
41,48.9991208589994,49.159200286865236
42,48.992516444279595,49.15784530639648
43,48.98585979755108,49.15954055786133
44,48.97869462233324,49.16306686401367
45,48.970382983867935,49.162164306640626
46,48.961884425236626,49.16021575927734
47,48.95342254638672,49.1668197631836
48,48.95030447152945,49.16316299438476
49,48.94319945115309,49.166655731201175
50,48.94139744685246,49.16986923217773
51,48.934128101055435,49.16926727294922
52,48.92899439885066,49.17070617675781
53,48.924002133882965,49.171888732910155
54,48.922038738544174,49.17543334960938
55,48.917343433086685,49.1745964050293
56,48.91380104651818,49.1759033203125
57,48.910492823674126,49.17708053588867
58,48.90694486177885,49.178192138671875
59,48.90538523747371,49.17980804443359
60,48.90270115778996,49.18083267211914
61,48.900289682241585,49.18097076416016
62,48.89805309589092,49.1814468383789
63,48.89782215998723,49.181217956542966
64,48.89747795691857,49.18210983276367
65,48.894794757549576,49.182228088378906
66,48.89451716496394,49.183172607421874
67,48.89389771681566,49.182474517822264
68,48.893743368295524,49.1825569152832
69,48.89471494234525,49.18257446289063
70,48.89375686645508,49.18262557983398
71,48.903776315542366,49.19255828857422
72,48.905789595383865,49.1872917175293
73,48.90085396399865,49.19042816162109
74,48.89236098069411,49.18866195678711
75,48.887495481050934,49.19024505615234
76,48.88512567373422,49.196783447265624
77,48.87822224543645,49.2039306640625
78,48.87270032442533,49.20054168701172
79,48.86891849224384,49.21378402709961
80,48.86465248694787,49.199090576171876
81,48.860494760366585,49.2068359375
82,48.856929779052734,49.20677185058594
83,48.85131806593675,49.206094360351564
84,48.84650655893179,49.21024932861328
85,48.83937336848332,49.20826263427735
86,48.83281737107497,49.21488265991211
87,48.82906752366286,49.219408416748045
88,48.82560055072491,49.22090072631836
89,48.827163402850815,49.21695785522461
90,48.82246663020207,49.22271041870117
91,48.81537833580604,49.22611618041992
92,48.81432371873122,49.222232818603516
93,48.807828169602615,49.2260383605957
94,48.80628028282752,49.23356552124024
95,48.80310146625225,49.23275604248047
96,48.79990533682016,49.22980880737305
97,48.79670656644381,49.23475952148438
98,48.79363544170673,49.22752380371094
99,48.79102794940655,49.23676376342773
100,48.78907277033879,49.2375602722168
