epoch,train_loss,val_loss
1,0.0374522457520167,0.05645293245712916
2,-0.10323769909640153,-0.2777109344800313
3,-0.4084668854872386,-0.4301542540391286
4,-0.49376314381758374,-0.4875145157178243
5,-0.5320150951544443,-0.5041462878386179
6,-0.5492762426535288,-0.5162932475407919
7,-0.5605558256308237,-0.5276363293329874
8,-0.5659309426943461,-0.5343093077341715
9,-0.5710256497065226,-0.538338840007782
10,-0.5761803885300955,-0.5390733679135641
11,-0.5836261212825775,-0.5667215585708618
12,-0.6039149959882101,-0.5915852189064026
13,-0.6236713429292043,-0.6154919664065043
14,-0.6444019079208374,-0.6383748054504395
15,-0.667858362197876,-0.6491360664367676
16,-0.6934798061847687,-0.6640854080518087
17,-0.7097509503364563,-0.6702450315157572
18,-0.7235815326372782,-0.681777556737264
19,-0.7434946298599243,-0.6829603910446167
20,-0.7585810720920563,-0.6907848715782166
21,-0.7753699819246928,-0.6988604863484701
22,-0.7889423867066702,-0.698930044968923
23,-0.7969614366690317,-0.6990853349367777
24,-0.8027405937512716,-0.6998423337936401
25,-0.8134187261263529,-0.7011040647824606
26,-0.8169004321098328,-0.6982070008913676
27,-0.822577178478241,-0.6978820959726969
28,-0.8264761865139008,-0.6990107099215189
29,-0.8272007505098978,-0.6986368099848429
30,-0.8250820537408193,-0.6985444823900858
31,-0.7745296160380045,-0.6386129061381022
32,-0.7310156524181366,-0.6680828332901001
33,-0.7688934902350107,-0.6828507781028748
34,-0.8017037014166514,-0.693087657292684
35,-0.8278135458628336,-0.6895502607027689
36,-0.846118301153183,-0.6669732928276062
37,-0.8552712400754293,-0.6859137018521627
38,-0.8711773554484049,-0.6840876936912537
39,-0.8813904325167338,-0.6880377133687338
40,-0.894325335820516,-0.6745321154594421
41,-0.9044678807258606,-0.6789948344230652
42,-0.9052348037560781,-0.6746604839960734
43,-0.9195284446080526,-0.6700762708981832
44,-0.9255814353624979,-0.6638502279917399
45,-0.9346509973208109,-0.6601117849349976
46,-0.9405070940653483,-0.6544504761695862
47,-0.9446088671684265,-0.6570160587628683
48,-0.9506144126256307,-0.6496053139368693
49,-0.956516961256663,-0.6409088174502054
50,-0.9535084764162699,-0.6491477290789286
