config_a,config_b,metric,n,mean_a,mean_b,delta_mean,delta_ci95_low,delta_ci95_high,delta_ci95_half_width,paired_t,wins_b,wins_a,ties,paired_keys
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",embedding_val_mean_plane_zeta,4,0.2820379862,0.2724986534,-0.009539332773,-0.02242233059,0.003343665044,0.01288299782,-2.356471279,1,3,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",embedding_val_s,4,0.2966649221,0.03482205213,-0.26184287,-0.3468669618,-0.1768187781,0.08502409186,-9.80076183,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",embedding_val_c_plus,4,1.01456578,0.1145020863,-0.9000636934,-1.154978406,-0.6451489808,0.2549147126,-11.23671657,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",validation_zeta,4,0.2894585,0.298625,0.0091665,-0.009101049569,0.02743404957,0.01826754957,1.596924314,3,1,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",validation_c_plus,4,1.01456575,0.11450225,-0.9000635,-1.15497836,-0.6451486402,0.2549148598,-11.23670767,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",regularization_whole_batch_total_raw,4,0.040682,0.000262,-0.04042,-0.04835260071,-0.03248739929,0.007932600712,-16.21592771,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_accuracy,4,0.5597902564,0.5790325547,0.0192422983,-0.003477572268,0.04196216888,0.02271987057,2.695331426,3,1,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_balanced_accuracy,4,0.5607371916,0.5786802675,0.01794307591,-0.007822281664,0.04370843349,0.02576535758,2.216265599,3,1,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_test_accuracy,4,0.5071692968,0.5139059735,0.006736676636,-0.02456916124,0.03804251451,0.03130583788,0.6848279147,2,2,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=1","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_test_balanced_accuracy,4,0.5071684421,0.5138442778,0.006675835651,-0.02468143506,0.03803310636,0.03135727071,0.6775299004,2,2,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",embedding_val_zeta,4,0.2711364574,0.300035899,0.02889944161,0.0189574309,0.03884145231,0.009942010705,9.250736485,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",embedding_val_mean_plane_zeta,4,0.2688249584,0.2808137254,0.01198876702,0.007987347543,0.0159901865,0.004001419481,9.535018136,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",embedding_val_s,4,0.01544377131,0.1337467201,0.1183029487,0.08960708436,0.1469988131,0.02869586438,13.12010599,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",embedding_val_c_plus,4,0.05359391276,0.4435651353,0.3899712225,0.2937100152,0.4862324298,0.0962612073,12.89265438,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",validation_zeta,4,0.2711365,0.300036,0.0288995,0.01895792923,0.03884107077,0.009941570769,9.251164543,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",validation_c_plus,4,0.053594,0.44356525,0.38997125,0.2937099452,0.4862325548,0.0962613048,12.89264223,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",regularization_whole_batch_total_raw,4,0.0002715,0.00510125,0.00482975,0.003833164534,0.005826335466,0.0009965854657,15.42308269,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",frozen_decoder_accuracy,4,0.5839485874,0.5796172748,-0.004331312624,-0.02361506715,0.0149524419,0.01928375452,-0.7148073702,2,2,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",frozen_decoder_balanced_accuracy,4,0.5844005026,0.5792501551,-0.005150347536,-0.02523199468,0.01493129961,0.02008164715,-0.8162031911,2,2,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",frozen_decoder_test_accuracy,4,0.5384948284,0.5315360154,-0.006958812971,-0.03928474889,0.02536712294,0.03232593592,-0.6850860772,1,3,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=2",frozen_decoder_test_balanced_accuracy,4,0.5385026235,0.5315062893,-0.006996334283,-0.03913742829,0.02514475973,0.03214109401,-0.6927411427,1,3,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",embedding_val_zeta,4,0.2711364574,0.2986251313,0.0274886739,0.009208562757,0.04576878505,0.01828011115,4.785596105,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",embedding_val_mean_plane_zeta,4,0.2688249584,0.2724986534,0.003673695028,-0.001813552773,0.009160942829,0.005487247801,2.130637724,3,1,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",embedding_val_s,4,0.01544377131,0.03482205213,0.01937828082,0.007838691429,0.0309178702,0.01153958939,5.34424026,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",embedding_val_c_plus,4,0.05359391276,0.1145020863,0.06090817354,0.02587886626,0.09593748083,0.03502930728,5.53356623,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",validation_zeta,4,0.2711365,0.298625,0.0274885,0.009208659063,0.04576834094,0.01827984094,4.785636569,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",validation_c_plus,4,0.053594,0.11450225,0.06090825,0.02587947191,0.09593702809,0.03502877809,5.533656774,4,0,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",regularization_whole_batch_total_raw,4,0.0002715,0.000262,-9.5e-06,-0.0001244982158,0.0001054982158,0.0001149982158,-0.2629018172,1,3,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_accuracy,4,0.5839485874,0.5790325547,-0.0049160327,-0.01181566863,0.001983603232,0.006899635932,-2.26751241,1,3,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_balanced_accuracy,4,0.5844005026,0.5786802675,-0.005720235104,-0.01287964008,0.001439169869,0.007159404973,-2.542717047,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_test_accuracy,4,0.5384948284,0.5139059735,-0.02458885494,-0.06828469997,0.0191069901,0.04369584504,-1.790850148,1,3,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=10","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_test_balanced_accuracy,4,0.5385026235,0.5138442778,-0.02465834578,-0.06817702533,0.01886033376,0.04351867955,-1.803222484,1,3,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",embedding_val_zeta,4,0.300035899,0.2986251313,-0.001410767702,-0.01551721704,0.01269568164,0.01410644934,-0.3182723273,2,2,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",embedding_val_mean_plane_zeta,4,0.2808137254,0.2724986534,-0.008315071996,-0.01768591666,0.001055772672,0.009370844667,-2.823893799,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",embedding_val_s,4,0.1337467201,0.03482205213,-0.09892466792,-0.1332297759,-0.0646195599,0.03430510803,-9.177130231,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",embedding_val_c_plus,4,0.4435651353,0.1145020863,-0.329063049,-0.4432889092,-0.2148371888,0.1142258602,-9.168024497,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",validation_zeta,4,0.300036,0.298625,-0.001411,-0.015517848,0.012695848,0.014106848,-0.3183157383,2,2,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",validation_c_plus,4,0.44356525,0.11450225,-0.329063,-0.4432888233,-0.2148371767,0.1142258233,-9.168026096,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",regularization_whole_batch_total_raw,4,0.00510125,0.000262,-0.00483925,-0.005833046145,-0.003845453855,0.000993796145,-15.49679314,0,4,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_accuracy,4,0.5796172748,0.5790325547,-0.0005847200757,-0.02262986113,0.02146042098,0.02204514105,-0.08441044856,2,2,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_balanced_accuracy,4,0.5792501551,0.5786802675,-0.0005698875686,-0.02228385946,0.02114408432,0.02171397189,-0.0835239447,2,2,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_test_accuracy,4,0.5315360154,0.5139059735,-0.01763004197,-0.0533989353,0.01813885136,0.03576889333,-1.568588142,1,3,0,0;1;2;3
"lambda_start_frac=1,lambda_block_cca=2","lambda_start_frac=1,lambda_block_cca=5",frozen_decoder_test_balanced_accuracy,4,0.5315062893,0.5138442778,-0.0176620115,-0.05342324587,0.01809922287,0.03576123437,-1.571769102,1,3,0,0;1;2;3
