epoch,train_loss,val_loss
1,49.74846971951998,49.47969970703125
2,49.37208762535682,49.328364562988284
3,49.29898394071139,49.288028717041016
4,49.2645618732159,49.254112243652344
5,49.23494045551006,49.2291015625
6,49.212051098163315,49.209286499023435
7,49.19137191772461,49.197723388671875
8,49.17740601759691,49.19421615600586
9,49.16878538865309,49.189055633544925
10,49.164713639479416,49.18770294189453
11,49.174606616680435,49.18831024169922
12,49.150959308330826,49.177067565917966
13,49.133668459378754,49.17701034545898
14,49.122478191669174,49.16969223022461
15,49.11219288752629,49.1681526184082
16,49.090245760404144,49.16078491210938
17,49.07271517240084,49.159297943115234
18,49.04694190392127,49.14458541870117
19,49.02539942814754,49.14285736083984
20,49.00433760422926,49.14052734375
21,48.98723484919621,49.14177474975586
22,48.9727428142841,49.151318359375
23,48.95899317814754,49.150421905517575
24,48.9468753521259,49.15068893432617
25,48.9367549602802,49.15294418334961
26,48.928611755371094,49.15160217285156
27,48.92388651921199,49.15333633422851
28,48.917887467604416,49.15383377075195
29,48.915204561673676,49.155669403076175
30,48.913348564734825,49.1553337097168
31,48.99584344717172,49.16380233764649
32,48.96021798940805,49.158365631103514
33,48.94365604107197,49.16346664428711
34,48.92779364952674,49.162349700927734
35,48.91526442307692,49.17350845336914
36,48.90879117525541,49.166986083984376
37,48.89301505455604,49.175697326660156
38,48.881608522855316,49.174809265136716
39,48.868346287654,49.18311309814453
40,48.86095663217398,49.18418807983399
41,48.85088759202223,49.196764373779295
42,48.84094150249775,49.197296905517575
43,48.83469772338867,49.20561218261719
44,48.825151003324066,49.20815734863281
45,48.818275745098404,49.208048248291014
46,48.809887225811295,49.21676254272461
47,48.80084932767428,49.221055603027345
48,48.7929573059082,49.21711807250976
49,48.78356258685772,49.22056579589844
50,48.77814219548152,49.22872085571289
