Using run: /home/omo26/Non-Rev-Owen/mcmaze/runs/20260805_170338_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s4
Using checkpoint: /home/omo26/Non-Rev-Owen/mcmaze/runs/20260805_170338_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s4/checkpoints/best.pt
Embedder initialization: pretrained
Loaded checkpoint from epoch 51
Loading MC Maze data and computing neural windows...
Trials: train=1722 val=573  channels=137  input_window=150 bins  target_window=90 bins  context=30 bins/side
Loading hand velocity and building future targets...
Target: hand_vel +100 ms (10 bins), units=stored NWB values
Valid future samples: 206,550/206,550
Computing pretrained-init frozen hidden features on cuda for feature statistics...
Decoder samples: train=154,980 val=51,570  features=d512
Training pretrained-init frozen-embedding MLP baseline...
MLP epoch   1/200  train mse(z)=0.3111  val mse(z)=0.1597
MLP epoch   2/200  train mse(z)=0.1652  val mse(z)=0.1382
MLP epoch   3/200  train mse(z)=0.1477  val mse(z)=0.1324
MLP epoch   4/200  train mse(z)=0.1386  val mse(z)=0.1271
MLP epoch   5/200  train mse(z)=0.1336  val mse(z)=0.1243
MLP epoch   6/200  train mse(z)=0.1297  val mse(z)=0.1227
MLP epoch   7/200  train mse(z)=0.1263  val mse(z)=0.1211
MLP epoch   8/200  train mse(z)=0.1241  val mse(z)=0.1196
MLP epoch   9/200  train mse(z)=0.1224  val mse(z)=0.1197
MLP epoch  10/200  train mse(z)=0.1205  val mse(z)=0.1188
MLP epoch  11/200  train mse(z)=0.1180  val mse(z)=0.1179
MLP epoch  12/200  train mse(z)=0.1176  val mse(z)=0.1183
MLP epoch  13/200  train mse(z)=0.1158  val mse(z)=0.1170
MLP epoch  14/200  train mse(z)=0.1149  val mse(z)=0.1170
MLP epoch  15/200  train mse(z)=0.1134  val mse(z)=0.1169
MLP epoch  16/200  train mse(z)=0.1123  val mse(z)=0.1157
MLP epoch  17/200  train mse(z)=0.1115  val mse(z)=0.1170
MLP epoch  18/200  train mse(z)=0.1103  val mse(z)=0.1166
MLP epoch  19/200  train mse(z)=0.1098  val mse(z)=0.1160
MLP epoch  20/200  train mse(z)=0.1086  val mse(z)=0.1148
MLP epoch  21/200  train mse(z)=0.1080  val mse(z)=0.1152
MLP epoch  22/200  train mse(z)=0.1069  val mse(z)=0.1159
MLP epoch  23/200  train mse(z)=0.1064  val mse(z)=0.1153
MLP epoch  24/200  train mse(z)=0.1063  val mse(z)=0.1144
MLP epoch  25/200  train mse(z)=0.1046  val mse(z)=0.1153
MLP epoch  26/200  train mse(z)=0.1048  val mse(z)=0.1160
MLP epoch  27/200  train mse(z)=0.1043  val mse(z)=0.1156
MLP epoch  28/200  train mse(z)=0.1041  val mse(z)=0.1159
MLP epoch  29/200  train mse(z)=0.1022  val mse(z)=0.1171
MLP epoch  30/200  train mse(z)=0.1024  val mse(z)=0.1151
MLP epoch  31/200  train mse(z)=0.1020  val mse(z)=0.1182
MLP epoch  32/200  train mse(z)=0.1012  val mse(z)=0.1156
MLP epoch  33/200  train mse(z)=0.1014  val mse(z)=0.1154
MLP epoch  34/200  train mse(z)=0.1007  val mse(z)=0.1155
MLP epoch  35/200  train mse(z)=0.0993  val mse(z)=0.1158
