sweep,dimension,seed,lambda_start_frac,lambda_block_cca,odd_plane_fraction,antisymmetric_planes,symmetric_planes,n_planes,checkpoint_selection,saved_checkpoint_epoch,checkpoint_path,mean_val_zeta,zeta_emb,zeta_mean,zeta_source,frozen_decoder_r2_mean,frozen_decoder_rmse_mean,frozen_decoder_r2_x,frozen_decoder_r2_y,frozen_decoder_rmse_x,frozen_decoder_rmse_y,run_dir,checkpoint_lambda_scale,checkpoint_regularization_lambda,embedding_val_zeta,embedding_whole_val_regularization_raw,train_log,finetune_log,finetune_metrics,frozen_decoder_feature_layer,frozen_decoder_feature_dim,finetuned_decoder_feature_layer,finetuned_decoder_feature_dim,finetuned_decoder_rmse_x,finetuned_decoder_rmse_y,finetuned_decoder_rmse_mean,finetuned_decoder_r2_x,finetuned_decoder_r2_y,finetuned_decoder_r2_mean,odd_plane_percent
cca_sweep_constant_lambda,128,0,1.0,2.0,,,,,best_val_mean_plane_zeta,92,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174148_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s0/checkpoints/best.pt,0.3295271993,0.40787867705027264,0.3295271993,checkpoint,0.8805408477783203,83.83133697509766,0.8986176252365112,0.8624640107154846,81.71929168701172,85.88986206054688,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174148_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s0,1.000000,2.0,0.40787867705027264,0.026797,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s0_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s0_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174148_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s0/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,71.39163970947266,76.88789367675781,74.19195556640625,0.9226236939430237,0.8897830247879028,0.9062033891677856,
cca_sweep_constant_lambda,128,1,1.0,2.0,,,,,best_val_mean_plane_zeta,135,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174514_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s1/checkpoints/best.pt,0.3288123012,0.3969182007842594,0.3288123012,checkpoint,0.8778696060180664,83.64668273925781,0.8939565420150757,0.8617826104164124,82.07166290283203,85.19052124023438,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174514_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s1,1.000000,2.0,0.3969182007842594,0.028345,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s1_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s1_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174514_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s1/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,73.28631591796875,76.44253540039062,74.88214874267578,0.9154442548751831,0.8887115120887756,0.9020779132843018,
cca_sweep_constant_lambda,128,2,1.0,2.0,,,,,best_val_mean_plane_zeta,104,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174843_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s2/checkpoints/best.pt,0.3603904843,0.4672422144148085,0.3603904843,checkpoint,0.8981466889381409,75.96082305908203,0.9168959259986877,0.879397451877594,72.5169906616211,79.25360870361328,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174843_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s2,1.000000,2.0,0.4672422144148085,0.032424,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s2_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s2_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174843_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s2/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,67.02804565429688,71.95423889160156,69.53546142578125,0.9290004372596741,0.9005897641181946,0.9147951006889343,
cca_sweep_constant_lambda,128,3,1.0,2.0,,,,,best_val_mean_plane_zeta,121,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175213_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s3/checkpoints/best.pt,0.3311130404,0.43211426006423104,0.3311130404,checkpoint,0.8992257714271545,76.35484313964844,0.9155336022377014,0.8829179406166077,72.82357025146484,79.72842407226562,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175213_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s3,1.000000,2.0,0.43211426006423104,0.034768,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s3_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s3_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175213_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s3/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,67.51222229003906,73.20761108398438,70.4183120727539,0.9274052977561951,0.9012864828109741,0.9143458604812622,
cca_sweep_constant_lambda,128,4,1.0,2.0,,,,,best_val_mean_plane_zeta,92,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175540_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s4/checkpoints/best.pt,0.3389428854,0.4481198787689209,0.3389428854,checkpoint,0.8993872404098511,75.8363265991211,0.9165339469909668,0.8822405934333801,72.78472900390625,78.76828002929688,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175540_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s4,1.000000,2.0,0.4481198787689209,0.035297,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s4_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca2p0_s4_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175540_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s4/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,66.88529968261719,73.31643676757812,70.17535400390625,0.9295159578323364,0.8979775309562683,0.91374671459198,
cca_sweep_constant_lambda,128,0,1.0,5.0,,,,,best_val_mean_plane_zeta,118,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175908_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s0/checkpoints/best.pt,0.2787560821,0.44808345701959396,0.2787560821,checkpoint,0.8878879547119141,81.24304962158203,0.904046356678009,0.8717294931411743,79.50128936767578,82.94631958007812,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175908_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s0,1.000000,5.0,0.44808345701959396,0.006866,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s0_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s0_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_175908_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s0/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,68.69010925292969,73.90731811523438,71.34740447998047,0.9283689260482788,0.8981625437736511,0.9132657051086426,
cca_sweep_constant_lambda,128,1,1.0,5.0,,,,,best_val_mean_plane_zeta,90,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180236_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s1/checkpoints/best.pt,0.2202867866,0.44321656889385647,0.2202867866,checkpoint,0.8833062648773193,81.77461242675781,0.8983507752418518,0.8682616949081421,80.35323333740234,83.16985321044922,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180236_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s1,1.000000,5.0,0.44321656889385647,0.007019,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s1_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s1_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180236_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s1/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,70.81957244873047,74.19368743896484,72.52703857421875,0.9210405349731445,0.8951631188392639,0.9081017971038818,
cca_sweep_constant_lambda,128,2,1.0,5.0,,,,,best_val_mean_plane_zeta,150,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180604_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s2/checkpoints/best.pt,0.2612835467,0.42427753739886814,0.2612835467,checkpoint,0.8883189558982849,79.6867446899414,0.9047365188598633,0.8719013929367065,77.64114379882812,81.67950439453125,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180604_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s2,1.000000,5.0,0.42427753739886814,0.006306,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s2_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s2_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180604_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s2/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,68.36539459228516,72.26387786865234,70.34256744384766,0.9261389970779419,0.8997323513031006,0.9129356741905212,
cca_sweep_constant_lambda,128,3,1.0,5.0,,,,,best_val_mean_plane_zeta,125,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180931_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s3/checkpoints/best.pt,0.2682934403,0.45043255223168266,0.2682934403,checkpoint,0.8847692012786865,81.68983459472656,0.9018111228942871,0.8677272796630859,78.51651000976562,84.74286651611328,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180931_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s3,1.000000,5.0,0.45043255223168266,0.006557,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s3_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s3_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_180931_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s3/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,69.01129150390625,76.41046905517578,72.80611419677734,0.9241456389427185,0.8924600481987,0.9083028435707092,
cca_sweep_constant_lambda,128,4,1.0,5.0,,,,,best_val_mean_plane_zeta,97,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_181258_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s4/checkpoints/best.pt,0.241863966,0.4519655340247684,0.241863966,checkpoint,0.8814094066619873,82.32585906982422,0.9018552899360657,0.8609634637832642,78.92576599121094,85.58899688720703,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_181258_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s4,1.000000,5.0,0.4519655340247684,0.006809,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s4_main.log,/home/omo26/Non-Rev-Owen/mcmaze/cca_sweep_constant_lambda/logs/lsf1p0_lcca5p0_s4_finetune.log,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_181258_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca5.0_sig10.0_s4/outputs/velocity_prediction_finetune_100ms_hidden/metrics.csv,hidden,512,hidden,512,69.60787200927734,73.99640655517578,71.83660125732422,0.9236610531806946,0.8960763812065125,0.9098687171936035,
