Using run: /home/omo26/Non-Rev-Owen/mcmaze/runs/20260731_071655_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s1
Using checkpoint: /home/omo26/Non-Rev-Owen/mcmaze/runs/20260731_071655_d256_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca10.0_sig10.0_s1/checkpoints/best.pt
Embedder initialization: pretrained
Loaded checkpoint from epoch 129
Loading MC Maze data and computing neural windows...
Trials: train=1722 val=573  channels=137  input_window=150 bins  target_window=90 bins  context=30 bins/side
Loading hand velocity and building future targets...
Target: hand_vel +100 ms (10 bins), units=stored NWB values
Valid future samples: 206,550/206,550
Computing pretrained-init frozen hidden features on cuda for feature statistics...
Decoder samples: train=154,980 val=51,570  features=d512
Training pretrained-init frozen-embedding MLP baseline...
MLP epoch   1/200  train mse(z)=0.3250  val mse(z)=0.1442
MLP epoch   2/200  train mse(z)=0.1523  val mse(z)=0.1263
MLP epoch   3/200  train mse(z)=0.1346  val mse(z)=0.1201
MLP epoch   4/200  train mse(z)=0.1270  val mse(z)=0.1156
MLP epoch   5/200  train mse(z)=0.1228  val mse(z)=0.1126
MLP epoch   6/200  train mse(z)=0.1187  val mse(z)=0.1103
MLP epoch   7/200  train mse(z)=0.1157  val mse(z)=0.1100
MLP epoch   8/200  train mse(z)=0.1138  val mse(z)=0.1079
MLP epoch   9/200  train mse(z)=0.1120  val mse(z)=0.1067
MLP epoch  10/200  train mse(z)=0.1106  val mse(z)=0.1064
MLP epoch  11/200  train mse(z)=0.1091  val mse(z)=0.1051
MLP epoch  12/200  train mse(z)=0.1077  val mse(z)=0.1042
MLP epoch  13/200  train mse(z)=0.1066  val mse(z)=0.1037
MLP epoch  14/200  train mse(z)=0.1061  val mse(z)=0.1040
MLP epoch  15/200  train mse(z)=0.1046  val mse(z)=0.1022
MLP epoch  16/200  train mse(z)=0.1043  val mse(z)=0.1019
MLP epoch  17/200  train mse(z)=0.1032  val mse(z)=0.1028
MLP epoch  18/200  train mse(z)=0.1031  val mse(z)=0.1036
MLP epoch  19/200  train mse(z)=0.1016  val mse(z)=0.1018
MLP epoch  20/200  train mse(z)=0.1011  val mse(z)=0.1021
MLP epoch  21/200  train mse(z)=0.1000  val mse(z)=0.1025
MLP epoch  22/200  train mse(z)=0.1002  val mse(z)=0.1019
MLP epoch  23/200  train mse(z)=0.0992  val mse(z)=0.1018
MLP epoch  24/200  train mse(z)=0.0991  val mse(z)=0.1014
MLP epoch  25/200  train mse(z)=0.0981  val mse(z)=0.1017
MLP epoch  26/200  train mse(z)=0.0989  val mse(z)=0.1014
MLP epoch  27/200  train mse(z)=0.0976  val mse(z)=0.1007
MLP epoch  28/200  train mse(z)=0.0975  val mse(z)=0.1009
MLP epoch  29/200  train mse(z)=0.0970  val mse(z)=0.1013
MLP epoch  30/200  train mse(z)=0.0967  val mse(z)=0.1023
MLP epoch  31/200  train mse(z)=0.0964  val mse(z)=0.1006
MLP epoch  32/200  train mse(z)=0.0957  val mse(z)=0.1014
MLP epoch  33/200  train mse(z)=0.0953  val mse(z)=0.1003
MLP epoch  34/200  train mse(z)=0.0949  val mse(z)=0.1005
MLP epoch  35/200  train mse(z)=0.0949  val mse(z)=0.1003
