dimension,seed,run_dir,best_epoch,checkpoint_selection,best_val_zeta,best_val_s,best_val_c_plus,best_val_loss,validation_batches,regularization_train_log_equiv,regularization_whole_batch_log_equiv,regularization_total_scaled,regularization_whole_batch_total_scaled,train_log
128,3,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_144723_d128_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,92,best_val_zeta,0.33356985449790955,0.15242911875247955,0.4569425582885742,-0.10933785802788204,9,0.043091,0.040470,0.043091,0.040470,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d128_seed3.log
128,4,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_144857_d128_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,74,best_val_zeta,0.32451286249690586,0.1314694591694408,0.4050845272011227,-0.0968913162748019,9,0.034578,0.032230,0.034578,0.032230,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d128_seed4.log
256,0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_145052_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,98,best_val_zeta,0.32030703955226475,0.13459847536351946,0.4203849567307366,-0.09713878730932872,9,0.037460,0.035096,0.037460,0.035096,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d256_seed0.log
256,1,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_145320_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,86,best_val_zeta,0.32180359297328526,0.11205032467842102,0.3482251895798577,-0.07971819738547008,9,0.032332,0.030071,0.032332,0.030071,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d256_seed1.log
256,2,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_145528_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,89,best_val_zeta,0.3199607829252879,0.12288720243506962,0.384130554066764,-0.0869804256492191,9,0.035907,0.033543,0.035907,0.033543,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d256_seed2.log
256,3,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_145810_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,89,best_val_zeta,0.3207313319047292,0.12062294284502666,0.3760363558928172,-0.08487730804416868,9,0.035746,0.033296,0.035746,0.033296,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d256_seed3.log
256,4,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_150025_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,90,best_val_zeta,0.3247293068303002,0.12845379445287916,0.3955310417546166,-0.09280010395579869,9,0.035654,0.033349,0.035654,0.033349,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d256_seed4.log
512,0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_150238_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,78,best_val_zeta,0.3266124957137638,0.13544420566823748,0.4148411518997616,-0.08998002608617146,9,0.045464,0.043066,0.045464,0.043066,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d512_seed0.log
512,1,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_150702_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,77,best_val_zeta,0.3209593991438548,0.13409891724586487,0.417947918176651,-0.08760414769252141,9,0.046495,0.044112,0.046495,0.044112,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d512_seed1.log
512,2,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_151116_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,79,best_val_zeta,0.3226114081011878,0.13337983025444877,0.4134853780269623,-0.0870782087246577,9,0.046302,0.043890,0.046302,0.043890,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d512_seed2.log
512,3,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_151527_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,77,best_val_zeta,0.32563244965341354,0.12890543209181893,0.3957998189661238,-0.0842640565501319,9,0.044641,0.042211,0.044641,0.042211,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d512_seed3.log
512,4,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_152025_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,78,best_val_zeta,0.3272005485163795,0.13825267056624094,0.42251165707906085,-0.09214843644036187,9,0.046104,0.043728,0.046104,0.043728,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d512_seed4.log
16,0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153552_d16_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,13,best_val_zeta,0.43751082486576504,0.7977099153730605,1.8242471350563898,-0.7705429726176791,9,0.027167,0.015497,0.027167,0.015497,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d16_seed0.log
16,1,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153610_d16_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,7,best_val_zeta,0.3909305930137634,0.6739046110047234,1.7241089476479425,-0.6464924613634745,9,0.027412,0.018059,0.027412,0.018059,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d16_seed1.log
16,2,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153626_d16_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,14,best_val_zeta,0.485045591990153,0.8173013461960686,1.6862552165985107,-0.7842369609408908,9,0.033064,0.022987,0.033064,0.022987,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d16_seed2.log
16,3,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153642_d16_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,14,best_val_zeta,0.4356271591451433,0.8222602009773254,1.8884886503219604,-0.7956544094615512,9,0.026606,0.013664,0.026606,0.013664,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d16_seed3.log
16,4,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153658_d16_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,9,best_val_zeta,0.39843211240238613,0.759273972776201,1.9062639739778307,-0.7308948768509759,9,0.028379,0.020161,0.028379,0.020161,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d16_seed4.log
32,0,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153714_d32_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s0,14,best_val_zeta,0.5025054746203952,0.793349047501882,1.579251766204834,-0.6914434432983398,9,0.101906,0.089883,0.101906,0.089883,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d32_seed0.log
32,1,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153732_d32_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,46,best_val_zeta,0.45739348067177665,0.8817854060067071,1.928122917811076,-0.8171880775027804,9,0.064597,0.054795,0.064597,0.054795,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d32_seed1.log
32,2,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153751_d32_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s2,20,best_val_zeta,0.45740975936253864,0.8559991518656412,1.872003396352132,-0.7538701030943129,9,0.102129,0.091698,0.102129,0.091698,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d32_seed2.log
32,3,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153809_d32_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s3,48,best_val_zeta,0.49057308832804364,0.8782511154810587,1.7906685670216878,-0.8055200113190545,9,0.072731,0.060835,0.072731,0.060835,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d32_seed3.log
32,4,/home/omo26/Non-Rev-Owen/mcmaze/runs/20260721_153827_d32_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s4,30,best_val_zeta,0.4768136541048686,0.854610542456309,1.7926472293006048,-0.7806918952200148,9,0.073919,0.063311,0.073919,0.063311,/home/omo26/Non-Rev-Owen/mcmaze/embedding_dim_seed_sweep/logs/d32_seed4.log
