embedding_dim,feature_layer,model,metric,n,mean,ci95_low,ci95_high,ci95_half_width
1024,output,frozen_mlp,r2_mean,5,0.8805137157440186,0.8794534910558253,0.8815739404322119,0.0010602246881933088
1024,output,frozen_mlp,r2_x,5,0.8984056234359741,0.8967403750906237,0.9000708717813245,0.0016652483453504724
1024,output,frozen_mlp,r2_y,5,0.8626218199729919,0.8609562763622284,0.8642873635837555,0.0016655436107634919
1024,output,frozen_mlp,rmse_mean,5,83.12101135253906,82.74359628201103,83.49842642306709,0.37741507052803125
1024,output,frozen_mlp,rmse_x,5,81.15716247558593,80.492844240509,81.82148071066287,0.6643182350769404
1024,output,frozen_mlp,rmse_y,5,85.03612976074218,84.52066371104097,85.5515958104434,0.515466049701215
2048,hidden,finetuned_mlp,best_val_mse_z,5,0.09337791932953729,0.09321201162844665,0.09354382703062793,0.0001659077010906313
2048,hidden,finetuned_mlp,corr_x,5,0.9608748108859245,0.9605405111332852,0.9612091106385638,0.00033429975263926697
2048,hidden,finetuned_mlp,corr_y,5,0.9439706505654799,0.9433142023934352,0.9446270987375246,0.0006564481720447259
2048,hidden,finetuned_mlp,mse_x,5,5059.29794921875,4971.594309045979,5147.001589391521,87.70364017277072
2048,hidden,finetuned_mlp,mse_y,5,5781.7919921875,5716.2577020543895,5847.3262823206105,65.5342901331106
2048,hidden,finetuned_mlp,r2_mean,5,0.9060617923736572,0.9058969092581349,0.9062266754891796,0.0001648831155223
2048,hidden,finetuned_mlp,r2_x,5,0.921964704990387,0.9206119463609346,0.9233174636198394,0.001352758629452377
2048,hidden,finetuned_mlp,r2_y,5,0.8901588678359985,0.8889138805578694,0.8914038551141277,0.0012449872781291407
2048,hidden,finetuned_mlp,rmse_mean,5,73.62564086914062,73.52825648550981,73.72302525277144,0.0973843836308141
2048,hidden,finetuned_mlp,rmse_x,5,71.12735290527344,70.51066682393497,71.74403898661191,0.6166860813384718
2048,hidden,finetuned_mlp,rmse_y,5,76.03746337890625,75.60679629531367,76.46813046249883,0.4306670835925809
2048,hidden,frozen_mlp,best_val_mse_z,5,0.10933332592248916,0.10894198856512405,0.10972466327985428,0.0003913373573651126
2048,hidden,frozen_mlp,corr_x,5,0.9535636669059432,0.9527212433608552,0.9544060904510312,0.0008424235450880045
2048,hidden,frozen_mlp,corr_y,5,0.9336344601162432,0.9325204388390169,0.9347484813934694,0.0011140212772263111
2048,hidden,frozen_mlp,mse_x,5,5898.12353515625,5795.634982788682,6000.612087523818,102.48855236756822
2048,hidden,frozen_mlp,mse_y,5,6793.870703125,6712.518521041043,6875.2228852089565,81.352182083957
2048,hidden,frozen_mlp,r2_mean,5,0.889979088306427,0.8895867891322579,0.8903713874805962,0.0003922991741691506
2048,hidden,frozen_mlp,r2_x,5,0.9090265274047852,0.9074457195529905,0.9106073352565799,0.0015808078517946659
2048,hidden,frozen_mlp,r2_y,5,0.8709316372871398,0.8693861229544794,0.8724771516198003,0.001545514332660496
2048,hidden,frozen_mlp,rmse_mean,5,79.66241607666015,79.50415192063858,79.82068023268172,0.1582641560215795
2048,hidden,frozen_mlp,rmse_x,5,76.7977310180664,76.12917074224553,77.46629129388727,0.6685602758208652
2048,hidden,frozen_mlp,rmse_y,5,82.42417602539062,81.93151546233348,82.91683658844777,0.4926605630571374
2048,output,finetuned_mlp,best_val_mse_z,5,0.0957997567123837,0.0951597789108637,0.09643973451390368,0.0006399778015199936
2048,output,finetuned_mlp,corr_x,5,0.9584282433351815,0.9581286035589275,0.9587278831114355,0.0002996397762539819
2048,output,finetuned_mlp,corr_y,5,0.9432578542968415,0.9424710184362646,0.9440446901574184,0.000786835860576919
2048,output,finetuned_mlp,mse_x,5,5305.79296875,5288.888547157732,5322.697390342268,16.9044215922679
2048,output,finetuned_mlp,mse_y,5,5836.586328125,5773.474403078931,5899.69825317107,63.111925046069594
2048,output,finetuned_mlp,r2_mean,5,0.9036403059959411,0.9029949100047097,0.9042857019871726,0.0006453959912315329
2048,output,finetuned_mlp,r2_x,5,0.918162715435028,0.9179019812228726,0.9184234496471835,0.0002607342121554243
2048,output,finetuned_mlp,r2_y,5,0.8891178846359253,0.8879188958975665,0.8903168733742842,0.0011989887383589408
2048,output,finetuned_mlp,rmse_mean,5,74.64151916503906,74.40918272455784,74.87385560552028,0.2323364404812208
2048,output,finetuned_mlp,rmse_x,5,72.84082794189453,72.72483146043457,72.95682442335449,0.1159964814599609
2048,output,finetuned_mlp,rmse_y,5,76.39697570800782,75.98442080967638,76.80953060633925,0.4125548983314375
2048,output,frozen_mlp,best_val_mse_z,5,0.12193745970726014,0.12110335666471903,0.12277156274980125,0.0008341030425411054
2048,output,frozen_mlp,corr_x,5,0.9472706402354548,0.9463119434257197,0.94822933704519,0.0009586968097351002
2048,output,frozen_mlp,corr_y,5,0.9266487394349179,0.9254170733686617,0.927880405501174,0.0012316660662561045
2048,output,frozen_mlp,mse_x,5,6709.9658203125,6638.229275966904,6781.702364658096,71.7365443455953
2048,output,frozen_mlp,mse_y,5,7468.26640625,7351.87928349765,7584.653529002349,116.38712275235001
2048,output,frozen_mlp,r2_mean,5,0.8773120880126953,0.8764653007732898,0.8781588752521009,0.0008467872394056121
2048,output,frozen_mlp,r2_x,5,0.89650456905365,0.8953981047974556,0.8976110333098443,0.0011064642561942914
2048,output,frozen_mlp,r2_y,5,0.8581196188926696,0.855908520541887,0.8603307172434522,0.0022110983507826294
2048,output,frozen_mlp,rmse_mean,5,84.19743194580079,83.93864212011212,84.45622177148945,0.2587898256886608
2048,output,frozen_mlp,rmse_x,5,81.91377563476563,81.47682726905082,82.35072400048044,0.4369483657148146
2048,output,frozen_mlp,rmse_y,5,86.41777801513672,85.74584780295444,87.089708227319,0.6719302121822803
