embedding_dim,seed,run_name,output_dir,model,embedder_init,feature_layer,feature_dim,mse_x,mse_y,rmse_x,rmse_y,rmse_mean,r2_x,r2_y,r2_mean,corr_x,corr_y,best_val_mse_z
128,4,20260713_093632_d128_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093632_d128_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim128_seed4_100ms,finetuned_mlp,pretrained,output,128,4908.57177734375,5472.70654296875,70.06120300292969,73.97774505615234,72.04724884033203,0.9242895245552063,0.8960307836532593,0.9101601839065552,0.9615406935903201,0.9466011714090669,0.08931281831529406
128,4,20260713_093632_d128_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093632_d128_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim128_seed4_100ms,frozen_mlp,pretrained,output,128,5899.75439453125,6847.54052734375,76.80986022949219,82.74987030029297,79.83595275878906,0.909001350402832,0.8699120283126831,0.8894566893577576,0.9534468756671629,0.9330146752434172,0.10984950512647629
256,0,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed0_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5038.2626953125,5829.42236328125,70.98072052001953,76.35065460205078,73.71588897705078,0.9222891330718994,0.8892539739608765,0.9057715535163879,0.9605306309946259,0.9442199676777258,0.09366652948988809
256,0,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed0_100ms_hidden,frozen_mlp,pretrained,hidden,256,5959.7666015625,6986.720703125,77.19952392578125,83.58660888671875,80.457275390625,0.908075749874115,0.867267906665802,0.8876718282699585,0.9529436195330419,0.9319802535840181,0.11161871999502182
256,0,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed0_100ms,finetuned_mlp,pretrained,output,256,4936.96142578125,5631.35400390625,70.26351165771484,75.04235076904297,72.69346618652344,0.9238516092300415,0.8930168747901917,0.908434271812439,0.9613174092270399,0.945284889659225,0.09100710517830318
256,0,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed0_100ms,frozen_mlp,pretrained,output,256,6000.58056640625,6912.67138671875,77.46341705322266,83.1424789428711,80.35408020019531,0.9074462056159973,0.8686746954917908,0.888060450553894,0.9529660660093595,0.9323755729075285,0.11124046891927719
256,1,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed1_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5183.52490234375,5751.09765625,71.9967041015625,75.83599090576172,73.94253540039062,0.9200485944747925,0.8907420039176941,0.9053952693939209,0.9607253395585132,0.9441043682993717,0.09404244108332528
256,1,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed1_100ms_hidden,frozen_mlp,pretrained,hidden,256,6107.482421875,6834.20458984375,78.15038299560547,82.66925048828125,80.44222259521484,0.9057973623275757,0.8701653480529785,0.8879813551902771,0.9522070193164848,0.9330222921420359,0.11133095622062683
256,1,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed1_100ms,finetuned_mlp,pretrained,output,256,4964.3076171875,5500.6025390625,70.45783996582031,74.16604614257812,72.33680725097656,0.9234298467636108,0.8955008387565613,0.9094653129577637,0.9611617692284166,0.9465195375427656,0.08999872787131204
256,1,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed1_100ms,frozen_mlp,pretrained,output,256,6056.56689453125,7064.650390625,77.8239517211914,84.05147552490234,80.99853515625,0.9065827131271362,0.8657873868942261,0.8861850500106812,0.9522522348689495,0.930629317906276,0.11309865862131119
256,2,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed2_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5009.08642578125,5811.6181640625,70.77490234375,76.23397064208984,73.55638122558594,0.9227391481399536,0.8895922303199768,0.9061657190322876,0.9609662980067419,0.9445589337713746,0.09327964733044307
256,2,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed2_100ms_hidden,frozen_mlp,pretrained,hidden,256,6073.1826171875,6742.568359375,77.93062591552734,82.11314392089844,80.04997253417969,0.906326413154602,0.8719062805175781,0.8891163468360901,0.9523055222075107,0.9337726501440077,0.11020664125680923
256,2,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed2_100ms,finetuned_mlp,pretrained,output,256,4857.369140625,5574.63916015625,69.69483184814453,74.66350555419922,72.22297668457031,0.9250792860984802,0.8940942883491516,0.9095867872238159,0.9619980499750969,0.9460134387930681,0.08985598550902472
256,2,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed2_100ms,frozen_mlp,pretrained,output,256,6249.89990234375,6863.08154296875,79.05630493164062,82.84371948242188,80.97344207763672,0.9036006927490234,0.8696168065071106,0.8866087198257446,0.9509045005681952,0.9325783942454666,0.11270514130592346
256,3,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed3_100ms_hidden,finetuned_mlp,pretrained,hidden,256,4945.17333984375,5779.41259765625,70.32192993164062,76.02244567871094,73.22893524169922,0.9237249493598938,0.8902040719985962,0.9069645404815674,0.9612549506623781,0.9436528706352084,0.09246872531043158
256,3,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed3_100ms_hidden,frozen_mlp,pretrained,hidden,256,5880.45361328125,7137.85693359375,76.68411254882812,84.48583984375,80.68009948730469,0.9092990756034851,0.8643966913223267,0.8868478536605835,0.9536775862105171,0.9310460112710146,0.1124221459031105
256,3,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed3_100ms,finetuned_mlp,pretrained,output,256,4929.5751953125,5659.6650390625,70.21092987060547,75.23074340820312,72.76524353027344,0.923965573310852,0.8924790024757385,0.9082223176956177,0.9612926187532553,0.9451542587094509,0.09124058071109983
256,3,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed3_100ms,frozen_mlp,pretrained,output,256,6118.03076171875,7109.98828125,78.21784210205078,84.32074737548828,81.32779693603516,0.9056346416473389,0.8649260997772217,0.8852803707122803,0.9517028046762366,0.9307153942360419,0.1140000969171524
256,4,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed4_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5001.40966796875,5828.6123046875,70.72064208984375,76.34535217285156,73.58796691894531,0.9228575825691223,0.8892694115638733,0.9060634970664978,0.9606555022094875,0.9437693583483184,0.09337207095490561
256,4,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed4_100ms_hidden,frozen_mlp,pretrained,hidden,256,6077.345703125,6791.62158203125,77.95732879638672,82.41129302978516,80.21595001220703,0.9062621593475342,0.8709743618965149,0.8886182308197021,0.9520451343748989,0.9333190303614511,0.11069868505001068
256,4,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed4_100ms,finetuned_mlp,pretrained,output,256,5000.591796875,5561.98486328125,70.71485900878906,74.5787124633789,72.673583984375,0.9228701591491699,0.8943347334861755,0.9086024761199951,0.9611716364430369,0.9459143321520972,0.09085619946320851
256,4,20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_093710_d256_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim256_seed4_100ms,frozen_mlp,pretrained,output,256,6056.896484375,7065.6953125,77.82606506347656,84.05769348144531,81.00284576416016,0.9065775871276855,0.8657675981521606,0.8861725926399231,0.9522369689969697,0.9309356664413471,0.11311116814613342
512,0,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed0_100ms_hidden,finetuned_mlp,pretrained,hidden,256,4978.4912109375,5635.39013671875,70.55842590332031,75.0692367553711,72.8499984741211,0.9232110977172852,0.8929401636123657,0.9080756306648254,0.9608387923947417,0.9455271820752281,0.09137542959716585
512,0,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed0_100ms_hidden,frozen_mlp,pretrained,hidden,256,5849.783203125,6755.01123046875,76.48387908935547,82.18887329101562,79.38825225830078,0.9097721576690674,0.8716698884963989,0.8907210230827332,0.954259674536177,0.933891762853784,0.10859467089176178
512,0,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed0_100ms,finetuned_mlp,pretrained,output,512,5032.4560546875,5667.123046875,70.93980407714844,75.2802963256836,73.14353942871094,0.9223787188529968,0.8923373222351074,0.9073580503463745,0.9607579381696236,0.9450106513591451,0.09209501246611278
512,0,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed0_100ms,frozen_mlp,pretrained,output,512,6467.25537109375,6972.30615234375,80.41925048828125,83.50033569335938,81.97541046142578,0.9002481698989868,0.8675417900085449,0.8838949799537659,0.9489330399406827,0.9316559392938413,0.1154104620218277
512,1,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed1_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5014.52734375,5637.78564453125,70.81332397460938,75.08518981933594,72.98178100585938,0.9226552248001099,0.8928946852684021,0.9077749252319336,0.9609633122231387,0.9449774765596032,0.0916883639163441
512,1,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed1_100ms_hidden,frozen_mlp,pretrained,hidden,256,5908.28564453125,6809.02197265625,76.86537170410156,82.51679992675781,79.74193572998047,0.9088698029518127,0.8706437945365906,0.8897567987442017,0.9537320361550188,0.93332688102085,0.10955405980348587
512,1,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed1_100ms,finetuned_mlp,pretrained,output,512,5169.7763671875,5715.08984375,71.90115356445312,75.59821319580078,73.77410125732422,0.9202606678009033,0.8914260864257812,0.9058433771133423,0.95932079890838,0.9445066485440006,0.09361672732565138
512,1,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed1_100ms,frozen_mlp,pretrained,output,512,6358.646484375,7192.498046875,79.74111938476562,84.80859375,82.31501007080078,0.9019233584403992,0.8633586168289185,0.8826409578323364,0.9498676454503652,0.9298706557692232,0.11663489788770676
512,2,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed2_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5166.1982421875,5484.16015625,71.87627410888672,74.05511474609375,72.97496032714844,0.9203158617019653,0.8958132266998291,0.9080645442008972,0.9600426128928139,0.946726103318454,0.09142132682932748
512,2,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed2_100ms_hidden,frozen_mlp,pretrained,hidden,256,5937.45263671875,6805.4013671875,77.05487060546875,82.49485778808594,79.82197570800781,0.9084199070930481,0.8707125782966614,0.8895662426948547,0.9533646460915282,0.934173273289135,0.10974574834108353
512,2,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed2_100ms,finetuned_mlp,pretrained,output,512,5090.0751953125,5564.10302734375,71.34476470947266,74.5929183959961,72.98811340332031,0.921489953994751,0.8942945003509521,0.9078922271728516,0.959969304854419,0.9458420756517907,0.09157356454266442
512,2,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed2_100ms,frozen_mlp,pretrained,output,512,6275.4619140625,7112.89697265625,79.21781158447266,84.3379898071289,81.81916809082031,0.9032064080238342,0.8648708462715149,0.8840386271476746,0.9508805187136816,0.9300918903517249,0.11524517834186554
512,3,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed3_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5022.11474609375,5740.93310546875,70.86688232421875,75.7689437866211,73.36013793945312,0.9225382208824158,0.8909350633621216,0.9067366123199463,0.9605676810340193,0.9443868338835523,0.09270490871535407
512,3,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed3_100ms_hidden,frozen_mlp,pretrained,hidden,256,5768.42431640625,6852.958984375,75.95014190673828,82.78260040283203,79.44059753417969,0.9110270142555237,0.869809091091156,0.8904180526733398,0.9545218261004591,0.9333542336938394,0.10888399183750153
512,3,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed3_100ms,finetuned_mlp,pretrained,output,512,5080.5576171875,5590.70166015625,71.27803039550781,74.77099609375,73.04664611816406,0.9216367602348328,0.8937891721725464,0.9077129364013672,0.9600752870690972,0.9454164426443583,0.09176747914817598
512,3,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed3_100ms,frozen_mlp,pretrained,output,512,6261.2490234375,7074.69580078125,79.1280517578125,84.11121368408203,81.65869903564453,0.9034256339073181,0.8655965924263,0.8845111131668091,0.9506233853899978,0.9306920687387068,0.11477654427289963
512,4,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed4_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5029.7568359375,5590.53955078125,70.9207763671875,74.76991271972656,72.87200927734375,0.92242032289505,0.8937922716140747,0.9081063270568848,0.9604433982109509,0.9459749697728793,0.09134256508615282
512,4,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed4_100ms_hidden,frozen_mlp,pretrained,hidden,256,5804.08349609375,6860.5908203125,76.18453216552734,82.82868194580078,79.57659149169922,0.9104770421981812,0.8696640729904175,0.8900705575942993,0.9541933288934509,0.932757870509952,0.10923106223344803
512,4,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed4_100ms,finetuned_mlp,pretrained,output,512,5249.93017578125,5624.4658203125,72.45640563964844,74.9964370727539,73.73857879638672,0.9190243482589722,0.8931477069854736,0.9060860276222229,0.9591490620904731,0.9451865473684797,0.09338101744651794
512,4,20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094453_d512_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim512_seed4_100ms,frozen_mlp,pretrained,output,512,6265.46728515625,6975.060546875,79.15470123291016,83.51683044433594,81.36634063720703,0.9033605456352234,0.8674894571304321,0.8854249715805054,0.9507204752343908,0.9314684091272857,0.11387579888105392
1024,0,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed0_100ms_hidden,finetuned_mlp,pretrained,hidden,256,4987.8193359375,5697.10302734375,70.62449645996094,75.47915649414062,73.09332275390625,0.9230672121047974,0.8917677402496338,0.9074174761772156,0.9609443453390101,0.9445910661649602,0.09203580849700504
1024,0,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed0_100ms_hidden,frozen_mlp,pretrained,hidden,256,5920.9169921875,6832.50439453125,76.94749450683594,82.65896606445312,79.85514068603516,0.908674955368042,0.8701976537704468,0.8894363045692444,0.9535629434292717,0.9332615499771592,0.10987218469381332
1024,0,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed0_100ms,finetuned_mlp,pretrained,output,1024,5208.65478515625,5681.5498046875,72.17101287841797,75.37605285644531,73.79205322265625,0.9196609854698181,0.8920632600784302,0.9058620929718018,0.9590324589801529,0.9447971019706287,0.093608434829447
1024,0,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed0_100ms,frozen_mlp,pretrained,output,1024,6557.46630859375,7204.1787109375,80.97818756103516,84.87743377685547,82.95166015625,0.8988567590713501,0.8631367087364197,0.8809967041015625,0.9482501528339999,0.9294507399634132,0.1182820126414299
1024,1,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed1_100ms_hidden,finetuned_mlp,pretrained,hidden,256,5052.310546875,5673.65625,71.07960510253906,75.32367706298828,73.23374938964844,0.9220724701881409,0.8922132253646851,0.9071428775787354,0.9604880025963458,0.9450842672856635,0.09232066985633638
1024,1,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed1_100ms_hidden,frozen_mlp,pretrained,hidden,256,5762.17626953125,6643.0908203125,75.90899658203125,81.50515747070312,78.75751495361328,0.9111233949661255,0.8737961053848267,0.8924597501754761,0.9548585824083603,0.9348097341043703,0.10686776787042618
1024,1,20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1,mcmaze/runs/20260713_094633_d1024_h256_dep2_bs64_ep100_lr1e-03_lxp0.0_lbt0.0_lcca1.0_sig10.0_s1/outputs/velocity_prediction_finetune_dim1024_seed1_100ms,finetuned_mlp,pretrained,output,1024,5188.04150390625,5791.40234375,72.02806091308594,76.10126495361328,74.0939712524414,0.91997891664505,0.8899762630462646,0.904977560043335,0.9592997332144246,0.9437913430937739,0.0944744563764996
