Using run: /home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174843_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s2
Using checkpoint: /home/omo26/Non-Rev-Owen/mcmaze/runs/20260730_174843_d128_h256_dep2_bs64_ep150_lr5e-04_lxp0.0_lbt0.0_lcca2.0_sig10.0_s2/checkpoints/best.pt
Embedder initialization: pretrained
Loaded checkpoint from epoch 104
Loading MC Maze data and computing neural windows...
Trials: train=1722 val=573  channels=137  input_window=150 bins  target_window=90 bins  context=30 bins/side
Loading hand velocity and building future targets...
Target: hand_vel +100 ms (10 bins), units=stored NWB values
Valid future samples: 206,550/206,550
Computing pretrained-init frozen hidden features on cuda for feature statistics...
Decoder samples: train=154,980 val=51,570  features=d512
Training pretrained-init frozen-embedding MLP baseline...
MLP epoch   1/200  train mse(z)=0.3160  val mse(z)=0.1447
MLP epoch   2/200  train mse(z)=0.1560  val mse(z)=0.1248
MLP epoch   3/200  train mse(z)=0.1368  val mse(z)=0.1182
MLP epoch   4/200  train mse(z)=0.1285  val mse(z)=0.1142
MLP epoch   5/200  train mse(z)=0.1227  val mse(z)=0.1120
MLP epoch   6/200  train mse(z)=0.1192  val mse(z)=0.1102
MLP epoch   7/200  train mse(z)=0.1166  val mse(z)=0.1084
MLP epoch   8/200  train mse(z)=0.1146  val mse(z)=0.1071
MLP epoch   9/200  train mse(z)=0.1120  val mse(z)=0.1065
MLP epoch  10/200  train mse(z)=0.1100  val mse(z)=0.1054
MLP epoch  11/200  train mse(z)=0.1092  val mse(z)=0.1043
MLP epoch  12/200  train mse(z)=0.1078  val mse(z)=0.1052
MLP epoch  13/200  train mse(z)=0.1070  val mse(z)=0.1041
MLP epoch  14/200  train mse(z)=0.1062  val mse(z)=0.1041
MLP epoch  15/200  train mse(z)=0.1049  val mse(z)=0.1040
MLP epoch  16/200  train mse(z)=0.1037  val mse(z)=0.1043
MLP epoch  17/200  train mse(z)=0.1029  val mse(z)=0.1039
MLP epoch  18/200  train mse(z)=0.1027  val mse(z)=0.1007
MLP epoch  19/200  train mse(z)=0.1013  val mse(z)=0.1023
MLP epoch  20/200  train mse(z)=0.1010  val mse(z)=0.1010
MLP epoch  21/200  train mse(z)=0.1001  val mse(z)=0.1012
MLP epoch  22/200  train mse(z)=0.0993  val mse(z)=0.1015
MLP epoch  23/200  train mse(z)=0.0982  val mse(z)=0.1017
MLP epoch  24/200  train mse(z)=0.0980  val mse(z)=0.1012
MLP epoch  25/200  train mse(z)=0.0975  val mse(z)=0.1002
MLP epoch  26/200  train mse(z)=0.0972  val mse(z)=0.1002
MLP epoch  27/200  train mse(z)=0.0970  val mse(z)=0.1014
MLP epoch  28/200  train mse(z)=0.0958  val mse(z)=0.1003
MLP epoch  29/200  train mse(z)=0.0957  val mse(z)=0.1000
MLP epoch  30/200  train mse(z)=0.0959  val mse(z)=0.1003
MLP epoch  31/200  train mse(z)=0.0952  val mse(z)=0.0996
MLP epoch  32/200  train mse(z)=0.0948  val mse(z)=0.1008
MLP epoch  33/200  train mse(z)=0.0944  val mse(z)=0.1010
MLP epoch  34/200  train mse(z)=0.0940  val mse(z)=0.0991
MLP epoch  35/200  train mse(z)=0.0937  val mse(z)=0.1003
